attraction_id,attraction_name,city_id,category,entry_fee_indian_inr,entry_fee_foreigner_inr,camera_fee_inr,trust_score,scam_markup_pct,timestamp
995,Dimapur Dam,85,Dam,200,1600,0,58.2,26.1,2025-07-14 03:57:26
996,Mount Abu Market,100,Market,20,200,0,82.3,3.1,2025-10-22 06:45:42
997,Local Favourite Mangaluru Monastery,51,Monastery,20,300,50,78.6,5.1,2026-01-08 11:40:41
998,Deoghar Museum,47,Museum,200,1600,0,55.4,43.6,2025-05-16 03:22:15
999,Varanasi Market,121,Market,10,150,50,73.2,14.0,2025-12-29 23:55:22
1000,Signature Kolkata Cave,134,Cave,150,750,0,82.6,3.3,2026-01-14 06:03:43
1001,Tawang Bridge,8,Bridge,50,500,25,92.4,0,2026-03-15 02:48:37
1002,Deluxe Gaya Zoo,16,Zoo,100,500,50,78.3,6.4,2025-06-16 21:11:06
1003,Spicy Mangaluru Monastery,51,Monastery,200,1600,100,43.2,54.8,2026-03-28 08:30:12
1004,Authentic Coimbatore Monastery,108,Monastery,20,100,0,68.1,20.4,2025-05-19 05:37:33
1005,Vadodara Bridge,30,Bridge,150,750,0,64.7,28.6,2025-11-09 11:59:55
1006,Champhai Waterfall,83,Waterfall,150,1200,100,60.8,27.5,2025-06-27 23:39:24
1007,Authentic Panaji Market,23,Market,50,750,25,72.7,16.7,2025-02-06 08:38:39
1008,Homestyle Kaziranga Temple,13,Temple,150,750,100,53.7,24.0,2025-05-02 15:19:26
1009,Shantiniketan Wildlife Sanctuary,138,Museum,100,800,100,55.3,40.2,2025-09-12 20:18:58
1010,Shantiniketan Market,138,Market,10,80,0,81.5,6.3,2025-07-22 10:04:56
1011,Thanjavur National Park,113,Monastery,20,160,100,65.9,16.5,2025-03-23 05:02:18
1012,Vijayawada Heritage Walk,2,Church,50,250,50,65.0,31.2,2026-04-08 07:44:07
1013,Jaipur Wildlife Sanctuary,95,Fort,30,300,25,81.3,4.1,2025-12-18 10:28:52
1014,Homestyle Vadodara Temple,30,Temple,20,100,0,86.2,0,2026-05-24 08:58:08
1015,Street-side Kovalam Garden,61,Garden,200,1000,0,71.7,20.5,2025-08-14 02:22:17
1016,Spicy Orchha Bridge,68,Bridge,30,300,100,71.7,13.6,2026-02-02 12:03:42
1017,Rishikesh Lake,128,Lake,150,1500,25,77.7,12.5,2025-04-21 05:21:05
1018,Premium Dwarka Market,32,Market,0,0,25,58.4,35.4,2026-03-06 08:21:36
1019,Tirupati Heritage Walk,3,Temple,30,450,25,85.0,0,2025-09-15 13:55:31
1020,Grandma's Kurukshetra Museum,37,Museum,100,800,0,87.9,0,2025-12-28 15:49:38
1021,Guwahati National Park,10,Lake,150,750,100,47.1,52.5,2025-04-19 11:18:32
1022,Street-side Hampi Heritage Walk,50,Heritage Walk,0,0,0,71.3,11.9,2025-05-20 13:42:27
1023,Bengaluru Lake,48,Lake,10,50,0,77.6,5.3,2025-04-05 18:42:49
1024,Nalanda Monastery,18,Monastery,30,300,25,54.5,46.6,2025-11-18 11:07:31
1025,Lucknow Palace,119,Palace,100,800,25,92.9,0,2025-12-11 18:43:11
1026,Panaji Fort,23,Fort,20,300,0,75.2,14.4,2025-02-23 10:47:41
1027,Guntur Zoo,4,Zoo,150,2250,0,45.3,29.9,2025-05-10 05:03:48
1028,Quick-bite Ajmer Museum,102,Museum,20,160,0,78.7,6.5,2026-01-19 10:41:27
1029,Village-style Pune Dam,70,Dam,100,1000,25,87.7,0,2025-10-14 20:34:34
1030,Premium Mahabalipuram Zoo,112,Zoo,200,1600,100,65.7,19.6,2026-03-08 00:31:56
1031,Chef's Champhai Market,83,Market,150,1200,50,82.0,3.4,2025-10-29 13:30:53
1032,Haridwar Hill Station Point,129,Heritage Walk,50,250,0,84.7,0.4,2025-06-24 02:13:24
1033,Festival Bikaner Fort,101,Fort,30,150,0,72.9,10.0,2025-05-05 14:13:40
1034,Pelling Zoo,104,Zoo,0,0,50,82.4,2.4,2026-03-24 02:31:52
1035,Classic Kullu Heritage Walk,42,Lake,20,100,0,65.9,27.0,2025-03-08 14:29:28
1036,Shantiniketan National Park,138,Monastery,50,400,0,87.0,0,2025-04-01 08:26:19
1037,Surat Waterfall,29,Waterfall,10,80,0,44.0,62.4,2025-02-13 05:47:41
1038,Local Favourite Amritsar Heritage Walk,91,Cave,30,300,50,59.7,41.5,2025-07-29 16:09:34
1039,Anjuna Lake,27,Lake,150,1200,25,77.6,8.8,2026-04-04 04:27:44
1040,Classic Cuttack Cave,89,Cave,30,240,0,55.2,37.2,2025-12-08 08:55:49
1041,Premium Mahabaleshwar Dam,75,Dam,50,250,0,77.0,7.5,2025-11-17 20:40:48
1042,Spiti Heritage Walk,43,Garden,20,300,100,52.9,50.6,2025-07-24 09:53:56
1043,Homestyle Agartala Dam,117,Dam,150,2250,25,73.3,20.6,2026-06-27 03:52:40
1044,Anjuna Hill Station Point,27,Church,100,1000,100,72.1,11.4,2025-07-18 10:34:12
1045,Alleppey Heritage Walk,58,Zoo,200,1000,0,54.3,39.9,2025-12-02 06:48:56
1046,Bhopal Lake,62,Lake,200,2000,50,60.3,20.6,2025-06-28 11:33:27
1047,Rameswaram Waterfall,111,Waterfall,100,1000,100,79.0,10.3,2025-03-07 12:51:57
1048,Spicy Jorhat Wildlife Sanctuary,12,Garden,20,160,0,68.8,11.7,2025-06-16 08:39:20
1049,Ayodhya Beach,123,Beach,150,750,25,81.3,5.8,2026-05-13 19:58:55
1050,Spicy Mawlynnong Market,81,Market,10,80,0,62.4,20.2,2026-05-26 03:56:45
1051,Chandigarh Cave,92,Cave,200,3000,0,76.3,7.1,2026-01-02 09:39:20
1052,Anjuna Market,27,Market,100,500,0,81.2,3.5,2025-06-11 20:00:31
1053,Aurangabad Garden,73,Garden,50,250,25,86.6,0,2025-10-19 20:43:47
1054,Authentic Auli Temple,132,Temple,10,100,25,96.8,0,2026-01-22 13:45:55
1055,Nagpur Fort,71,Fort,150,750,0,80.2,8.2,2025-08-02 01:42:52
1056,Quick-bite Faridabad Waterfall,36,Waterfall,30,450,0,54.4,46.4,2026-01-06 13:00:35
1057,Ranchi Lake,45,Lake,10,150,0,53.4,40.4,2026-06-21 06:24:05
1058,Kaziranga Museum,13,Museum,30,240,50,81.9,2.0,2025-07-21 10:55:33
1059,Bikaner Zoo,101,Zoo,30,150,50,78.9,5.4,2025-10-26 02:51:45
1060,Vadodara Garden,30,Garden,150,1500,0,88.8,0,2026-03-29 10:41:03
1061,Royal Mount Abu Viewpoint,100,Viewpoint,150,750,50,74.9,14.4,2025-06-02 21:14:05
1062,Hubballi Hill Station Point,54,Wildlife Sanctuary,10,80,0,86.5,0,2026-06-24 04:28:15
1063,Deluxe Dharamshala Church,41,Church,30,150,25,60.7,35.4,2025-04-09 14:01:09
1064,Udupi Viewpoint,53,Viewpoint,20,100,100,64.1,23.2,2026-02-23 12:48:42
1065,Kalimpong Church,139,Church,30,450,25,82.6,2.4,2026-05-28 04:33:04
1066,Guwahati Market,10,Market,30,450,50,70.4,24.5,2025-06-03 07:23:41
1067,Cuttack Dam,89,Dam,10,150,25,45.0,47.4,2025-08-06 13:12:54
1068,Traditional Puri Bridge,87,Bridge,50,750,0,78.9,10.7,2025-01-05 04:02:28
1069,Konark Dam,88,Dam,10,80,50,80.0,8.6,2026-03-06 08:15:03
1070,Rajkot Monastery,31,Monastery,0,0,50,51.9,28.9,2026-05-03 08:27:20
1071,Bodh Gaya Bridge,17,Bridge,100,1000,0,71.2,22.7,2026-05-28 15:22:17
1072,Spicy Kurukshetra Monastery,37,Monastery,150,750,25,91.2,0,2025-09-03 10:46:03
1073,Kanpur Garden,125,Garden,30,240,100,58.6,27.6,2025-02-13 20:22:19
1074,Ziro Fort,9,Fort,20,160,50,75.0,14.5,2025-05-30 15:29:49
1075,Signature Chennai National Park,106,Dam,100,500,50,70.6,18.5,2026-04-08 16:19:50
1076,Family Recipe Jagdalpur Museum,22,Museum,100,1500,25,83.8,0.9,2025-04-24 16:21:32
1077,Kaziranga Cave,13,Cave,200,1600,0,48.8,31.8,2025-07-22 01:03:52
1078,Spicy Somnath Beach,33,Beach,50,250,25,80.1,5.3,2025-08-02 09:27:36
1079,Ziro Waterfall,9,Waterfall,10,100,0,51.4,24.5,2025-07-13 20:23:27
1080,Anjuna Market,27,Market,50,400,0,75.3,14.8,2025-03-17 15:55:01
1081,Royal Jaipur Church,95,Church,10,80,100,79.3,9.1,2026-04-23 14:16:23
1082,Chef's Jamshedpur Viewpoint,46,Viewpoint,10,150,25,78.2,9.5,2026-02-08 08:33:53
1083,Signature Jim Corbett Church,133,Church,10,80,0,47.5,58.4,2025-06-17 20:40:29
1084,Udaipur Temple,96,Temple,30,240,0,68.1,27.5,2026-01-05 06:25:29
1085,Kurukshetra Cave,37,Cave,100,800,0,59.8,40.2,2025-02-03 19:46:39
1086,Quick-bite Alleppey Waterfall,58,Waterfall,20,100,0,74.5,15.9,2026-06-03 12:59:52
1087,Grandma's Konark Museum,88,Museum,10,100,50,77.2,8.3,2025-09-10 03:07:34
1088,Family Recipe Hampi Zoo,50,Zoo,50,250,100,71.3,14.3,2026-04-21 12:55:44
1089,Traditional Patna Zoo,15,Zoo,30,300,0,68.9,19.6,2025-10-23 18:37:09
1090,Homestyle Kullu Church,42,Church,10,100,0,50.6,26.5,2025-05-09 09:38:51
1091,Nizamabad National Park,116,Garden,10,50,25,66.9,30.6,2025-09-15 17:52:06
1092,Extra Cheesy Ahmedabad Museum,28,Museum,200,1600,0,66.2,30.6,2026-02-13 00:34:58
1093,Champhai Monastery,83,Monastery,0,0,25,87.3,0,2026-06-02 18:04:13
1094,Quick-bite Ayodhya Temple,123,Temple,200,2000,0,52.6,43.2,2026-06-21 10:21:06
1095,Imphal Viewpoint,77,Viewpoint,200,1600,100,61.9,20.7,2026-03-27 12:55:01
1096,Premium Gwalior Hill Station Point,65,Wildlife Sanctuary,100,800,100,80.1,5.5,2026-03-01 19:17:53
1097,Kakinada Monastery,6,Monastery,200,1000,0,94.6,0,2026-01-16 15:46:04
1098,Alleppey Waterfall,58,Waterfall,100,800,0,80.2,3.0,2026-02-15 16:59:29
1099,Panipat Temple,38,Temple,10,100,50,89.5,0,2025-09-19 10:33:48
1100,Extra Cheesy Kolkata Garden,134,Garden,100,500,50,54.8,32.2,2025-06-16 09:32:42
1101,Street-side Bhubaneswar Palace,86,Palace,30,240,50,61.0,34.7,2025-08-31 09:42:07
1102,Bikaner Waterfall,101,Waterfall,50,400,100,65.7,18.6,2026-06-26 22:17:47
1103,Imphal Waterfall,77,Waterfall,30,240,100,90.6,0,2025-08-26 06:26:25
1104,Traditional Spiti Wildlife Sanctuary,43,Dam,20,160,25,69.3,16.2,2025-05-06 15:05:10
1105,Agartala Church,117,Church,100,1000,0,62.3,14.5,2026-06-26 15:17:19
1106,Deluxe Ziro National Park,9,Temple,150,1200,25,76.8,13.6,2025-01-30 03:30:41
1107,Grandma's Ludhiana Palace,93,Palace,100,500,0,65.5,31.0,2026-05-09 05:59:16
1108,Mathura Monastery,122,Monastery,10,50,50,79.8,5.7,2025-12-17 08:15:08
1109,Mahabalipuram Hill Station Point,112,Viewpoint,20,200,25,79.7,9.2,2025-01-02 07:59:29
1110,Family Recipe Mangaluru Heritage Walk,51,Cave,200,1000,0,49.5,29.9,2025-05-04 01:30:50
1111,Classic Gangtok Beach,103,Beach,10,100,0,74.9,15.6,2025-05-24 07:12:08
1112,Roadside Patna Heritage Walk,15,Monastery,50,750,0,67.5,30.0,2026-01-23 21:21:19
1113,Visakhapatnam Bridge,1,Bridge,200,2000,100,62.6,37.4,2025-01-01 08:46:24
1114,Quick-bite Moirang Garden,78,Garden,10,80,50,89.6,0,2025-02-18 18:09:24
1115,Vasco da Gama Heritage Walk,25,Beach,0,0,100,91.7,0,2026-02-09 14:46:31
1116,Classic Kalimpong Cave,139,Cave,0,0,50,70.2,12.7,2025-05-19 17:49:40
1117,Family Recipe Ranchi Hill Station Point,45,Bridge,10,80,50,74.0,9.2,2026-05-20 22:05:35
1118,Classic Hyderabad Church,114,Church,0,0,50,83.5,0.9,2025-12-04 06:35:48
1119,Mawlynnong Lake,81,Lake,50,400,50,78.6,8.0,2026-06-13 06:28:26
1120,Quick-bite Bhopal Viewpoint,62,Viewpoint,150,1200,0,77.5,12.3,2026-06-12 09:24:21
1121,Digha Lake,136,Lake,20,100,100,84.2,1.0,2025-09-29 12:52:12
1122,Puri Viewpoint,87,Viewpoint,200,2000,50,72.0,16.7,2026-03-15 05:56:59
1123,Visakhapatnam Bridge,1,Bridge,150,750,25,66.0,21.4,2025-05-26 04:49:58
1124,Warangal Church,115,Church,20,200,100,71.7,17.7,2025-10-06 08:46:16
1125,Kohima Museum,84,Museum,20,200,100,39.1,34.3,2025-02-26 03:41:00
1126,Hubballi Dam,54,Dam,100,500,100,90.8,0,2025-01-12 15:13:01
1127,Coorg National Park,52,National Park,30,450,50,79.7,5.2,2025-02-02 08:37:40
1128,Special Ayodhya Hill Station Point,123,Fort,200,3000,0,51.7,27.8,2025-04-01 23:26:49
1129,Village-style Cherrapunji Palace,80,Palace,20,200,50,77.5,9.8,2025-12-21 01:04:26
1130,Munnar Palace,57,Palace,100,800,100,59.2,25.8,2025-05-01 05:35:05
1131,Lachung Bridge,105,Bridge,200,3000,0,80.4,3.6,2026-04-15 17:45:40
1132,Nashik Monastery,72,Monastery,50,250,25,72.8,10.7,2025-04-02 15:26:07
1133,Ooty Dam,109,Dam,100,800,100,63.5,29.9,2025-09-09 08:33:49
1134,Udaipur (Tripura) Waterfall,118,Waterfall,50,500,50,78.6,6.8,2025-10-18 03:46:05
1135,Vijayawada Heritage Walk,2,Beach,20,100,0,88.6,0,2025-06-14 12:51:11
1136,Festival Kohima Viewpoint,84,Viewpoint,30,300,100,72.5,10.3,2025-07-16 20:55:56
1137,Premium Vijayawada Wildlife Sanctuary,2,Viewpoint,10,80,50,77.2,5.8,2026-05-26 23:25:47
1138,Special Ooty Garden,109,Garden,50,250,0,70.7,14.9,2025-01-29 07:35:12
1139,Thanjavur Temple,113,Temple,100,500,0,75.3,13.3,2026-01-27 11:32:24
1140,Ahmedabad Cave,28,Cave,20,200,50,43.4,62.8,2025-08-06 14:14:29
1141,Lachung Monastery,105,Monastery,20,100,50,43.9,51.6,2025-09-20 06:04:32
1142,Bikaner Monastery,101,Monastery,10,100,25,44.9,26.6,2025-10-18 07:50:34
1143,Kohima Bridge,84,Bridge,30,150,0,48.0,53.0,2025-01-26 21:25:40
1144,Deluxe Moirang Heritage Walk,78,Waterfall,50,500,0,88.1,0,2025-04-14 15:50:49
1145,Dehradun Garden,127,Garden,50,500,0,79.1,4.8,2025-10-08 08:02:31
1146,Hyderabad Fort,114,Fort,10,100,0,72.0,13.7,2026-01-17 03:46:26
1147,Gwalior Temple,65,Temple,10,80,50,65.7,29.7,2025-12-08 01:16:02
1148,Chef's Dharamshala Market,41,Market,150,2250,50,68.4,28.5,2025-01-28 15:58:01
1149,Ajmer Heritage Walk,102,Garden,50,750,100,81.4,6.2,2025-06-26 13:48:46
1150,Somnath Garden,33,Garden,10,100,50,72.7,11.4,2025-08-06 07:51:04
1151,Jim Corbett Viewpoint,133,Viewpoint,150,1500,0,75.9,6.3,2026-01-07 21:08:15
1152,Spicy Deoghar Garden,47,Garden,20,300,0,45.0,58.4,2025-08-09 11:28:07
1153,Rajkot Museum,31,Museum,10,80,0,38.5,80.6,2026-05-06 00:32:33
1154,Extra Cheesy Champhai Monastery,83,Monastery,20,200,100,70.2,16.8,2025-02-23 23:30:33
1155,Jaipur Garden,95,Garden,50,250,0,89.3,0,2025-12-26 05:44:22
1156,Kolkata Heritage Walk,134,Fort,200,1600,0,38.8,82.7,2025-02-02 01:09:23
1157,Ujjain Lake,66,Lake,10,100,100,78.2,7.1,2026-02-14 01:45:37
1158,Dalhousie Monastery,44,Monastery,20,100,50,93.2,0,2026-01-07 21:25:40
1159,Traditional Jorhat Garden,12,Garden,200,2000,25,58.6,17.8,2025-10-02 21:58:37
1160,Patiala Heritage Walk,94,Museum,0,0,0,75.3,7.5,2025-10-06 19:09:40
1161,Traditional Indore Lake,63,Lake,100,500,0,67.1,31.4,2025-04-27 13:23:56
1162,Family Recipe Thanjavur Church,113,Church,10,150,0,55.4,43.3,2025-05-31 19:43:06
1163,Signature Ayodhya Beach,123,Beach,20,300,50,53.2,28.2,2025-10-04 10:02:24
1164,Local Favourite Udaipur (Tripura) Dam,118,Dam,100,800,0,57.7,37.7,2025-11-28 05:14:24
1165,Guntur National Park,4,National Park,100,1000,100,79.9,7.6,2026-06-09 01:54:52
1166,Kaziranga Beach,13,Beach,50,250,100,64.1,18.9,2025-04-15 15:00:59
1167,Ahmedabad National Park,28,Dam,20,300,100,54.7,46.1,2025-02-08 22:07:37
1168,Quick-bite Varanasi Fort,121,Fort,100,800,50,53.3,42.0,2025-06-17 11:58:47
1169,Homestyle Mysuru Museum,49,Museum,50,250,25,65.7,31.3,2025-08-24 23:04:06
1170,Chef's Gir Church,34,Church,0,0,25,79.2,4.7,2025-05-15 17:23:35
1171,Ajmer Palace,102,Palace,30,150,100,39.9,31.8,2025-12-08 15:04:54
1172,Ajmer Beach,102,Beach,100,500,0,50.5,22.1,2025-08-04 03:02:18
1173,Jim Corbett Church,133,Church,150,1500,50,82.5,3.3,2025-12-28 15:32:13
1174,Tirupati Market,3,Market,20,200,0,70.7,11.5,2025-02-20 07:03:57
1175,Family Recipe Bhopal Cave,62,Cave,0,0,0,72.6,13.0,2025-03-04 01:21:23
1176,Classic Anjuna Dam,27,Dam,150,1200,50,73.4,19.2,2026-05-21 17:40:44
1177,Family Recipe Udupi Dam,53,Dam,20,200,0,71.1,18.8,2026-06-04 14:55:19
1178,Spicy Thanjavur Palace,113,Palace,100,500,100,78.8,9.8,2026-02-17 13:25:54
1179,Hampi Dam,50,Dam,100,1500,0,78.2,9.5,2026-01-01 08:02:44
1180,Homestyle Vasco da Gama Viewpoint,25,Viewpoint,10,150,50,86.2,0,2026-02-13 22:18:30
1181,Nashik Zoo,72,Zoo,10,150,0,40.1,80.0,2026-03-27 08:31:31
1182,Rameswaram Lake,111,Lake,10,80,0,82.3,1.8,2025-01-02 23:58:46
1183,Dibrugarh National Park,11,Museum,100,1500,25,70.1,13.3,2025-10-15 00:02:45
1184,Kaziranga Temple,13,Temple,0,0,0,56.2,48.1,2026-01-21 21:21:19
1185,Classic Rajkot Temple,31,Temple,150,1200,100,85.9,0,2025-12-15 10:07:15
1186,Tawang Zoo,8,Zoo,30,300,50,59.6,18.7,2025-05-30 20:03:21
1187,Digha National Park,136,Heritage Walk,200,1600,0,81.5,2.9,2026-05-29 17:19:07
1188,Kullu Hill Station Point,42,Lake,10,100,25,61.1,20.9,2025-10-22 07:07:03
1189,Mawlynnong Hill Station Point,81,Heritage Walk,150,2250,50,66.3,14.7,2025-11-20 03:58:30
1190,Guwahati Monastery,10,Monastery,100,500,0,76.8,10.7,2026-05-12 04:26:19
1191,Festival Chandigarh Temple,92,Temple,20,100,0,81.1,2.5,2025-05-23 23:27:01
1192,Jaipur Palace,95,Palace,100,1000,100,70.9,23.7,2026-06-28 22:44:13
1193,Rajgir Wildlife Sanctuary,19,Viewpoint,0,0,0,77.7,5.9,2025-08-11 10:32:02
1194,Hubballi Church,54,Church,50,750,50,55.8,35.1,2025-12-10 13:49:28
1195,Jim Corbett Palace,133,Palace,20,100,50,79.1,6.2,2026-01-22 10:12:05
1196,Ahmedabad Monastery,28,Monastery,100,1000,25,66.4,19.4,2025-05-02 23:50:42
1197,Darjeeling Fort,135,Fort,50,750,50,72.4,9.8,2026-01-27 01:42:53
1198,Festival Pachmarhi Wildlife Sanctuary,67,Temple,20,200,50,55.6,20.9,2025-11-11 07:19:26
1199,Kozhikode Temple,59,Temple,20,160,100,62.2,37.9,2026-04-12 03:27:09
1200,Special Wayanad Waterfall,60,Waterfall,10,100,0,63.6,23.5,2025-06-25 14:16:16
1201,Street-side Spiti Wildlife Sanctuary,43,Palace,200,3000,100,65.8,31.4,2025-06-11 09:21:57
1202,Premium Mawlynnong Monastery,81,Monastery,30,300,0,69.7,27.4,2025-02-01 12:29:43
1203,Darjeeling Viewpoint,135,Viewpoint,30,150,0,41.6,72.7,2025-06-17 09:38:24
1204,Family Recipe Bikaner Wildlife Sanctuary,101,Market,100,800,0,53.3,38.8,2026-02-20 16:12:36
1205,Local Favourite Jagdalpur Garden,22,Garden,200,1000,100,74.7,14.1,2026-04-18 15:40:15
1206,Alibaug Cave,76,Cave,150,2250,50,67.5,29.4,2025-12-05 02:26:55
1207,Classic Agra Market,120,Market,30,450,0,65.2,33.3,2026-06-25 21:23:35
1208,Spicy Ayodhya Monastery,123,Monastery,150,2250,0,78.3,4.0,2025-07-16 17:01:46
1209,Lachung Museum,105,Museum,20,160,50,59.3,19.5,2025-10-28 21:27:33
1210,Classic Dalhousie Bridge,44,Bridge,20,300,100,87.2,0,2025-01-17 17:00:05
1211,Panaji Dam,23,Dam,200,3000,100,66.0,15.2,2026-03-25 12:11:40
1212,Jagdalpur Bridge,22,Bridge,0,0,0,74.6,17.9,2026-03-17 19:19:15
1213,Family Recipe Bhopal Bridge,62,Bridge,30,300,0,88.2,0,2026-05-10 15:38:49
1214,Orchha Palace,68,Palace,200,3000,50,66.9,14.8,2026-06-10 21:02:37
1215,Coorg Beach,52,Beach,200,1600,100,61.6,21.3,2026-01-07 03:15:57
1216,Premium Pune Waterfall,70,Waterfall,0,0,25,61.3,20.3,2025-01-13 19:50:28
1217,Cuttack Wildlife Sanctuary,89,Cave,30,450,0,81.8,5.6,2026-02-22 08:48:15
1218,Mumbai Beach,69,Beach,0,0,0,62.7,21.5,2025-07-16 12:08:51
1219,Varanasi Market,121,Market,30,240,100,73.1,13.1,2025-02-23 15:45:57
1220,Kovalam Fort,61,Fort,20,100,100,79.7,3.2,2025-12-25 22:55:57
1221,Pachmarhi Bridge,67,Bridge,0,0,0,83.3,2.3,2025-11-06 02:16:43
1222,Grandma's Agartala Museum,117,Museum,50,400,0,54.6,27.5,2025-04-14 22:30:48
1223,Jorhat Lake,12,Lake,20,160,0,68.8,25.9,2025-05-10 19:40:35
1224,Rameswaram Bridge,111,Bridge,10,50,25,48.1,59.7,2025-06-18 20:23:55
1225,Dwarka Beach,32,Beach,10,80,25,68.6,20.6,2025-02-18 07:36:16
1226,Panipat Beach,38,Beach,200,1600,0,65.4,24.7,2025-04-19 18:27:55
1227,Local Favourite Agartala Church,117,Church,0,0,0,95.9,0,2026-04-01 05:33:05
1228,Family Recipe Ujjain Zoo,66,Zoo,50,750,0,76.3,15.0,2025-12-06 20:30:37
1229,Grandma's Dibrugarh Wildlife Sanctuary,11,Lake,30,240,50,64.6,16.0,2026-03-16 22:08:09
1230,Jaipur Market,95,Market,10,80,0,78.0,4.3,2025-12-23 12:33:47
1231,Guwahati Museum,10,Museum,50,250,0,86.1,0,2025-02-11 11:05:06
1232,Deluxe Somnath Zoo,33,Zoo,50,400,25,90.3,0,2026-02-02 04:46:40
1233,Special Jaipur Waterfall,95,Waterfall,200,1600,0,65.3,32.9,2025-08-16 08:30:57
1234,Village-style Kalimpong Zoo,139,Zoo,200,1000,100,53.7,37.1,2026-06-20 22:19:15
1235,Cherrapunji Cave,80,Cave,150,1200,0,80.4,4.5,2025-07-10 18:23:25
1236,Signature Dibrugarh Cave,11,Cave,0,0,100,49.1,42.0,2025-05-26 18:59:36
1237,Bhopal Temple,62,Temple,100,1000,25,71.9,22.6,2025-07-21 18:57:25
1238,Jagdalpur Garden,22,Garden,200,3000,50,62.8,16.3,2025-09-08 21:44:03
1239,Quick-bite Tawang Waterfall,8,Waterfall,200,1000,0,81.2,5.9,2025-12-05 09:40:25
1240,Ujjain Cave,66,Cave,0,0,100,71.5,20.8,2025-05-03 00:15:11
1241,Mussoorie Church,131,Church,10,100,0,60.2,26.8,2025-12-12 16:26:16
1242,Street-side Gangtok National Park,103,Zoo,0,0,50,48.5,42.9,2025-10-12 11:18:33
1243,Mawlynnong National Park,81,Fort,0,0,0,82.8,3.7,2025-09-08 17:22:36
1244,Homestyle Rameswaram Dam,111,Dam,200,1600,0,77.5,9.6,2025-09-19 18:28:06
1245,Coimbatore Zoo,108,Zoo,0,0,0,83.7,2.1,2026-02-26 02:47:54
1246,Anjuna Lake,27,Lake,20,200,50,50.2,59.1,2025-03-22 00:44:08
1247,Hyderabad Palace,114,Palace,200,2000,0,64.0,30.0,2025-01-24 00:49:31
1248,Lonavala Palace,74,Palace,100,1500,0,54.5,36.2,2025-09-09 07:14:00
1249,Ayodhya Beach,123,Beach,150,1200,0,92.2,0,2025-07-13 07:04:33
1250,Kakinada Museum,6,Museum,100,500,100,59.6,30.4,2026-01-29 08:42:39
1251,Kozhikode Monastery,59,Monastery,10,150,25,78.0,9.5,2025-12-01 02:19:23
1252,Kaziranga Church,13,Church,50,500,0,79.0,5.5,2025-12-16 15:04:53
1253,Family Recipe Gurugram Zoo,35,Zoo,50,500,0,79.6,6.0,2025-07-13 05:21:39
1254,Hampi Bridge,50,Bridge,50,500,0,81.8,3.7,2025-07-03 03:39:24
1255,Vasco da Gama Lake,25,Lake,30,240,25,59.9,19.3,2025-05-27 17:44:28
1256,Premium Thiruvananthapuram Wildlife Sanctuary,56,Wildlife Sanctuary,20,200,100,72.4,9.4,2025-11-26 17:20:12
1257,Vadodara Dam,30,Dam,50,750,100,54.5,43.6,2026-06-19 17:41:20
1258,Khajuraho National Park,64,Museum,150,1200,100,91.1,0,2025-07-18 09:18:44
1259,Calangute Fort,26,Fort,30,240,0,59.7,42.5,2025-04-29 06:51:49
1260,Panaji Church,23,Church,20,200,0,63.1,22.0,2025-03-18 01:13:28
1261,Jorhat Heritage Walk,12,Hill Station Point,100,800,0,72.6,11.8,2025-04-28 12:41:10
1262,Kakinada Hill Station Point,6,Wildlife Sanctuary,20,160,100,74.3,12.5,2025-04-14 11:17:00
1263,Signature Pune Dam,70,Dam,50,500,50,40.5,42.1,2025-08-27 19:14:38
1264,Village-style Gir Beach,34,Beach,100,1500,25,70.1,19.7,2025-03-08 18:47:37
1265,Local Favourite Lonavala Market,74,Market,200,1000,0,69.5,20.7,2025-03-31 14:26:27
1266,Ranchi Wildlife Sanctuary,45,Viewpoint,0,0,50,82.4,4.4,2025-03-12 20:28:46
1267,Margao Church,24,Church,150,750,0,69.8,23.8,2025-02-27 15:13:16
1268,Dharamshala Garden,41,Garden,150,1200,0,81.2,4.5,2025-08-14 03:58:24
1269,Signature Pushkar Palace,99,Palace,20,160,25,81.3,3.3,2025-07-17 23:29:27
1270,Somnath Cave,33,Cave,20,100,50,58.1,43.2,2026-02-03 10:37:58
1271,Bodh Gaya Museum,17,Museum,100,1500,50,74.8,14.4,2025-07-29 08:35:04
1272,Konark Hill Station Point,88,Bridge,30,450,0,39.3,29.8,2025-09-22 01:58:38
1273,Deluxe Mount Abu Market,100,Market,10,150,100,78.1,6.8,2026-05-24 06:27:42
1274,Bikaner Heritage Walk,101,Hill Station Point,150,2250,0,90.0,0,2025-12-09 10:30:24
1275,Family Recipe Bikaner Waterfall,101,Waterfall,20,200,0,64.3,23.0,2025-07-01 09:24:03
1276,Bikaner Hill Station Point,101,Viewpoint,100,1000,50,67.6,25.7,2025-01-22 16:08:45
1277,Quick-bite Gaya Viewpoint,16,Viewpoint,10,50,50,59.0,17.0,2025-04-30 13:49:53
1278,Homestyle Dalhousie Temple,44,Temple,30,300,25,79.1,4.0,2025-07-02 20:34:08
1279,Rajahmundry Heritage Walk,5,Monastery,30,150,0,95.6,0,2025-01-21 19:06:08
1280,Local Favourite Shantiniketan Heritage Walk,138,Waterfall,10,50,25,76.1,5.9,2026-01-13 12:29:56
